CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,parcelId,lat,lng
02290446W5,2014,446 BRADLEY CT,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,23240200,-84.5661298970716,38.0956979626503
34472828W2,2014,2828 HANNA PL,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,38000180,-84.4475819677901,38.0099117158579
18683717W,2014,3717 TEMPLE DR,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,26272050,-84.517227902156,37.9807530521843
01221859W2,2014,1859 BARKSDALE DR,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,16351200,-84.4702203859849,38.0857830329915
16091872W8,2014,1872 RITTENHOUSE CT,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,10632800,-84.4796082455914,38.090325102673
07270358W4,2014,358 FOREMAN AVE,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,47279150,-84.4704376306804,38.0358227061516
16082959W3,2014,2959 RIO DOSA DR,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,10047580,-84.4429383463147,38.0066663547486
16082961W3,2014,2961 RIO DOSA DR,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,20064640,-84.4434933718428,38.0071060161368
14760444W6,2014,444 PEACHTREE RD,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,11461400,-84.4475331253176,38.0165162241076
34472813W3,2014,2813 HANNA PL,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,38000100,-84.4480011179003,38.0102337375946
34472839W,2014,2839 HANNA PL,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,19999960,-84.4475853569619,38.0104749917755
34472849W3,2014,2849 HANNA PL,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,38000300,-84.4473571105589,38.0107690323355
34472836W4,2014,2836 HANNA PL,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,38000220,-84.4473759399364,38.0100816036415
34450235W3,2014,235 SIMBA WAY,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,19999690,-84.4483848691537,38.0108023533384
34450233W3,2014,233 SIMBA WAY,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,19999680,-84.4484365833787,38.0107657669358
34450221W4,2014,221 SIMBA WAY,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,19999670,-84.4484885522379,38.0107292635709
34450231W,2014,231 SIMBA WAY,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,19999670,-84.4484885522379,38.0107292635709
34472831W,2014,2831 HANNA PL,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,19999920,-84.4477895488131,38.0103262970177
34472848W4,2014,2848 HANNA PL,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,38000290,-84.4470551300847,38.0102974910903
34450211W2,2014,211 SIMBA WAY,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,19999670,-84.4484885522379,38.0107292635709
34450227W,2014,227 SIMBA WAY,2014-05-05,Nuisance,Closed Nuisance,2014-05-21,True,19999650,-84.4485922529582,38.0106563738886
01221799W2,2014,1799 BARKSDALE DR,2014-05-06,Nuisance,Closed Nuisance,2014-05-21,True,10356700,-84.4704292107473,38.0858503768128
06941896W,2014,1896 FELTNER CT,2014-05-06,Nuisance,Closed Nuisance,2014-05-21,True,15831100,-84.4388378539546,38.057892808813
16091836W6,2014,1836 RITTENHOUSE CT,2014-05-06,Nuisance,Closed Nuisance,2014-05-21,True,12860050,-84.4810226064672,38.0892026890362
12430738W4,2014,738 MAPLE AVE,2014-05-06,Nuisance,Closed Nuisance,2014-05-21,True,10169400,-84.4797563708643,38.0539080998274
15600227W5,2014,227 RACE ST,2014-05-06,Nuisance,Closed Nuisance,2014-05-21,True,15930700,-84.4853685208036,38.0449138596621
15600229W13,2014,229 RACE ST,2014-05-06,Nuisance,Closed Nuisance,2014-05-21,True,15930700,-84.4853685208036,38.0449138596621
14482697W2,2014,2697 PADDOCK CT,2014-05-02,Nuisance,Closed Nuisance,2014-05-21,True,10606000,-84.4603357079746,38.0029375157703
17972706W,2014,2706 STETSON LN,2014-05-02,Nuisance,Closed Nuisance,2014-05-21,True,14438100,-84.4591667773945,38.0019243030458
11660901W26,2014,901 N LIMESTONE,2014-05-02,Nuisance,Closed Nuisance,2014-05-21,True,46316500,-84.4730531596377,38.0636360190822
12430731W7,2014,731 MAPLE AVE,2014-05-02,Nuisance,Closed Nuisance,2014-05-21,True,11446700,-84.4947901601028,38.0273173820324
19890454W12,2014,454 N MARTIN LUTHER KING BLVD,2014-05-02,Nuisance,Closed Nuisance,2014-05-21,True,16384300,-84.4826068292604,38.0537247919276
06080202W5,2014,202 EASTERN AVE,2014-05-02,Nuisance,Closed Nuisance,2014-05-21,True,10374100,-84.4673900154652,38.0430879443255
16082957W2,2014,2957 RIO DOSA DR,2014-05-02,Nuisance,Closed Nuisance,2014-05-21,True,10047590,-84.4430087952742,38.0067231338246
34450230W2,2014,230 SIMBA WAY,2014-05-02,Nuisance,Closed Nuisance,2014-05-21,True,19999860,-84.4481441595864,38.0104257160909
12650941W2,2014,941 MASON HEADLEY RD,2014-05-02,Nuisance,Closed Nuisance,2014-05-21,True,21115250,-84.5384690496997,38.0402123575513
15892539W,2014,2539 REGENCY RD,2014-05-01,Nuisance,Closed Nuisance,2014-05-21,True,25026247,-84.4125943909826,38.2009075428656
05781643W,2014,1643 DONELWAL DR,2014-04-23,Nuisance,Closed Nuisance,2014-05-21,True,26731450,-84.4554455936708,38.0818371616581
09300831W17,2014,831 W HIGH ST,2014-05-08,Nuisance,Closed Nuisance,2014-05-21,True,13608400,-84.5071231094879,38.0504672590189
07840559W,2014,559 GEORGETOWN ST,2014-05-08,Nuisance,Closed Nuisance,2014-05-21,True,10363500,-84.4827207619663,38.0499319160391
07840548W9,2014,548 GEORGETOWN ST,2014-05-08,Nuisance,Closed Nuisance,2014-05-21,True,17247600,-84.4818286264429,38.0486709069616
07840471W19,2014,471 GEORGETOWN ST,2014-05-08,Nuisance,Closed Nuisance,2014-05-21,True,10449800,-84.4948307117489,38.0579536244196
14660160W2,2014,160 PASADENA DR,2014-05-12,Nuisance,Closed Nuisance,2014-05-21,True,19343350,-84.5520775052207,38.0902258749524
17170592W2,2014,592 W SHORT ST,2014-05-20,Nuisance,Invalid Nuisance,2014-05-21,True,14396800,-84.5041292389195,38.0535571930223
34344600W2,2014,4600 FITZROY CT,2014-05-20,Nuisance,Invalid Nuisance,2014-05-21,True,19998280,-84.5100511487549,37.9557155884207
04450508W2,2014,508 COLLIER CT,2014-05-20,Nuisance,Invalid Nuisance,2014-05-21,True,14997300,-84.4549419446786,38.0589933320825
25230129W2,2014,129 PREAKNESS DR,2014-05-20,Nuisance,Invalid Nuisance,2014-05-21,True,20715000,-84.4663838300626,38.0654556477286
13970000SIGNS134,2014,0 NICHOLASVILLE RD,2014-05-20,Nuisance,Invalid Nuisance,2014-05-21,True,10044020,-84.5215060271552,38.0022676784087
14940257W,2014,257 PERRY ST,2014-05-19,Nuisance,Invalid Nuisance,2014-05-21,True,11777950,-84.4495044529293,38.0906482576364
40313024W3,2014,3024 MADDIE LN,2014-05-19,Nuisance,Invalid Nuisance,2014-05-21,True,38117410,-84.5391386839086,38.1085183580524
03792383#D,2014,2383 CHAUVIN DR #D,2014-05-19,Housing,Invalid Complaint,2014-05-21,True,14612050,-84.5280699950899,38.0117434972821
10863729S,2012,3729 KITTIWAKE DR,2012-08-22,Housing,Closed Out,2014-05-21,True,10003691,-84.4675454890637,37.9770844690215
16113554S,2014,3554 RIVER PARK DR,2014-02-20,Housing,Closed Out,2014-05-21,True,15457550,-84.4786420372822,37.9728971528475
16113550S,2014,3550 RIVER PARK DR,2014-02-19,Housing,Closed Out,2014-05-21,True,15457550,-84.4786420372822,37.9728971528475
18751590S,2013,1590 THAMES DR,2013-08-23,Housing,Closed Out,2014-05-21,True,11083500,-84.4797684093936,37.9731730919296
10111752#G5,2014,1752 JENNIFER RD #G5,2014-05-12,Housing,Closed/Cancelled-No Response from Tenant,2014-05-21,True,04015580,-84.4489001700901,38.0468204934127
04821043-7,2014,1043 CRESCENT AVE,2014-05-13,Housing,Closed/Cancelled-No Response from Tenant,2014-05-21,True,10790400,-84.5151378004612,38.0516406975585
03041968-1976#2,2014,1968-1976 CAMBRIDGE DR #2 (AKA 1972),2014-05-16,Housing,Resolved Complaint,2014-05-21,True,52034000,-84.4588239558745,38.067302708361
12960007S,2014,7 MENTELLE PARK,2014-01-15,Housing,Reinspection,2014-05-21,False,16435575,-84.4783739964832,38.0358477454644
11660647S,2013,647 N LIMESTONE,2013-12-03,Housing,Reinspection,2014-05-21,False,13768300,-84.4860575899901,38.0557684446704
14820176S,2014,176 PENMOKEN PARK,2014-05-07,Housing,Closed Out,2014-05-21,True,23575800,-84.5196841856755,38.0210083806886
14820170S,2014,170 PENMOKEN PARK,2014-05-07,Housing,Closed Out,2014-05-21,True,11037750,-84.4889198072385,38.0361924724685
14820174S,2014,174 PENMOKEN PARK,2014-05-07,Housing,Closed Out,2014-05-21,True,11037800,-84.4890538868049,38.0360923519289
16113555S,2014,3555 RIVER PARK DR,2014-04-03,Housing,Closed Out,2014-05-21,True,15457550,-84.4786420372822,37.9728971528475
09681021S,2014,1021 HUDSON AVE,2014-04-02,Housing,Closed Out,2014-05-21,True,16240150,-84.4641821349845,38.053226844769
14820172S,2014,172 PENMOKEN PARK,2014-05-07,Housing,Closed Out,2014-05-20,True,10744600,-84.4754278781786,38.0586772301052
02500301S2,2014,301 N BROADWAY,2014-05-16,Housing,Reinspection,2014-11-25,False,10008600,-84.502114272726,38.0478794848293
20671148-2,2014,1148 WINBURN DR,2014-05-20,Housing,Invalid Complaint,2014-05-20,True,19334470,-84.4771941320627,38.0895027798395
25810840W5,2014,840 QUARTER HORSE CT,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,20084380,-84.5597324748466,38.0093862729832
44060505W,2014,505 RAIN GARDEN WAY,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,23001300,-84.5484863332337,37.9856560197267
32234326W2,2014,4326 IRON WORKS PIKE,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,04010950,-84.527585887431,38.1456675586949
10960140W3,2014,140 LACLEDE AVE,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,10012200,-84.4778578828795,38.0579507247578
25230273,2014,273 PREAKNESS DR,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,43391900,-84.4732400150939,38.0346210161984
10020409W3,2014,409 JADE CIR,2014-05-16,Nuisance,Invalid Nuisance,2014-05-20,True,38088100,-84.5182889968312,37.9572771876249
11601928W7,2014,1928 LIBERTY RD,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,38071460,-84.50707560946,38.0864949072388
11601641W3,2014,1641 LIBERTY RD,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,23771300,-84.4684805968271,38.0668098789747
00750124,2014,124 ASHTON DR,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,38031790,-84.5529421955046,38.0824915520055
19840218W12,2014,218 WALLER AVE,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,10544450,-84.4674945527088,38.0440456927491
10230100W9,2014,100 JOHNSTON BLVD,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,20412900,-84.5131944554144,38.0153099943328
16270300W11,2014,300 ROMANY RD,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,24359500,-84.4594509599207,38.0652655302778
32420612W9,2014,612 SMUGGLERS NOTCH DR,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,12530500,-84.4491874489492,38.0581580879999
17730313W,2014,313 SQUIRES RD,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,11949200,-84.4866896124782,38.0293989101429
06750883W3,2014,883 FAIRHAVEN DR,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,20043520,-84.4985610044739,37.957706527106
11200464W4,2014,464 LANCELOT LN,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,14939750,-84.509208000256,37.9831943156212
11661401W3,2014,1401 N LIMESTONE,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,46316500,-84.4730531596377,38.0636360190822
14570109,2014,109 PARIS AVE,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,44183900,-84.4574662687229,38.0387228125917
16900211W4,2014,211 E SEVENTH ST,2014-05-19,Nuisance,Invalid Nuisance,2014-05-20,True,10037050,-84.4828271174035,38.0539031859993
16091845W6,2014,1845 RITTENHOUSE CT,2014-05-20,Nuisance,Invalid Nuisance,2014-05-20,True,11504500,-84.4810184677981,38.089610627513
07030211W,2014,211 W FIFTH ST,2014-05-20,Nuisance,Invalid Nuisance,2014-05-20,True,16617700,-84.49449141094,38.0576454107698
35200205W2,2014,205 MOUSAS WAY,2014-05-14,Nuisance,Invalid Nuisance,2014-05-20,True,38018590,-84.4493188215812,38.0109884276763
24874663W,2014,4663 LAURELWOOD DR,2014-05-15,Nuisance,Invalid Nuisance,2014-05-20,True,19317380,-84.4923802093337,37.953528849672
04590201W10,2014,201 CONN TER,2014-05-01,Nuisance,Invalid Nuisance,2014-05-20,True,15553400,-84.5122973460275,38.0316350760043
04650663W3,2014,663 COOPER DR,2014-05-01,Nuisance,Invalid Nuisance,2014-05-20,True,10462550,-84.4970271457937,38.0240846855631
39331808W,2014,1808 STOCKTON WAY,2014-05-08,Nuisance,Closed Nuisance,2014-05-20,True,38090230,-84.5080032986086,38.0945713812652
39342348W,2014,2348 PRESCOTT LN,2014-05-08,Nuisance,Closed Nuisance,2014-05-20,True,38090450,-84.5069523461699,38.0952718449864
39342408W,2014,2408 PRESCOTT LN,2014-05-07,Nuisance,Closed Nuisance,2014-05-20,True,38090450,-84.5069523461699,38.0952718449864
06600482W3,2014,482 ERIE RD,2014-04-30,Nuisance,Closed Nuisance,2014-05-20,True,13502400,-84.5126869589167,38.0726022348372
05730462W2,2014,462 DOMINICAN DR,2014-04-30,Nuisance,Closed Nuisance,2014-05-20,True,22392300,-84.5434809544371,37.9857010263399
10312079-2081W5,2014,2079-2081 LAVERNE CT,2014-04-21,Nuisance,Closed Nuisance,2014-05-20,True,14672900,-84.4491984341825,38.0659763931844
19930807W4,2014,807 WARD DR,2014-04-15,Nuisance,Closed Nuisance,2014-05-20,True,20043600,-84.4976751434814,37.9571582081065
18260800W26,2014,800 SUNSET DR,2014-05-01,Nuisance,Closed Nuisance,2014-05-20,True,10581150,-84.4927642021527,38.0279380800947
17893021W,2014,3021 STANFORD DR,2014-04-30,Nuisance,Closed Nuisance,2014-05-20,True,38041290,-84.4853316533359,37.9437868026795
18580127W5,2014,127 TARTAN DR,2014-05-02,Nuisance,Closed Nuisance,2014-05-20,True,22241200,-84.5169360673979,37.986789287555
20310115W9,2014,115 WESTWOOD DR,2014-04-30,Nuisance,Closed Nuisance,2014-05-20,True,10135300,-84.4983697799229,38.0482482310711
05220200W9,2014,200 DANTZLER CT,2014-04-30,Nuisance,Closed Nuisance,2014-05-20,True,24034050,-84.5184197077294,38.0238189597173
04691724W4,2014,1724 COSTIGAN DR,2014-05-05,Nuisance,Closed Nuisance,2014-05-20,True,16831350,-84.480860709316,38.0911925924848
04691740W7,2014,1740 COSTIGAN DR,2014-05-05,Nuisance,Closed Nuisance,2014-05-20,True,15206900,-84.4813296865476,38.0906499244711
06500233W4,2014,233 ELMWOOD DR,2014-05-05,Nuisance,Closed Nuisance,2014-05-20,True,12478100,-84.4490254094882,38.089900495638
29811653W3,2014,1653 ATOMA DR,2014-05-05,Nuisance,Closed Nuisance,2014-05-20,True,10023190,-84.4420994476363,38.0549547797281
29811685W2,2014,1685 ATOMA DR,2014-05-05,Nuisance,Closed Nuisance,2014-05-20,True,10023770,-84.4735802798405,38.0869033407427
29811680W2,2014,1680 ATOMA DR,2014-05-05,Nuisance,Closed Nuisance,2014-05-20,True,11581700,-84.5367445591747,38.0541259850343
06600459W,2014,459 ERIE RD,2014-05-05,Nuisance,Closed Nuisance,2014-05-20,True,15749200,-84.5135792014325,38.0725548514444
06600515W,2014,515 ERIE RD,2014-05-05,Nuisance,Closed Nuisance,2014-05-20,True,15749200,-84.5135792014325,38.0725548514444
05730457W2,2014,457 DOMINICAN DR,2014-05-05,Nuisance,Closed Nuisance,2014-05-20,True,19983800,-84.522118184221,37.9620610753865
35702085W,2014,2085 SHAKER RUN RD,2014-05-06,Nuisance,Closed Nuisance,2014-05-20,True,38036820,-84.406504524627,38.0176924457865
41654541W2,2014,4541 LARKHILL LN,2014-05-06,Nuisance,Closed Nuisance,2014-05-20,True,38088020,-84.5170670084607,37.9562379830517
30471236W,2014,1236 ASPEN ST,2014-05-05,Nuisance,Closed Nuisance,2014-05-20,True,20949475,-84.5602726913525,38.0426376975999
35702145W,2014,2145 SHAKER RUN RD,2014-05-05,Nuisance,Closed Nuisance,2014-05-20,True,38037250,-84.4058158739839,38.0159978584768
35200221W6,2014,221 MOUSAS WAY,2014-05-05,Nuisance,Closed Nuisance,2014-05-20,True,38018590,-84.4493188215812,38.0109884276763
26540896W2,2014,896 SPYGLASS LN,2014-04-10,Nuisance,Closed Nuisance,2014-05-20,True,20128720,-84.4011640041615,37.9964044257161
14631891W2,2014,1891 PARKERS MILL RD,2014-05-19,Nuisance,Appealed-Nuisance,2014-05-20,False,21981250,-84.5550195410766,38.0436847997792
13600416W3,2014,416 MT TABOR RD,2014-05-14,Nuisance,Appealed-Nuisance,2014-05-20,False,13578400,-84.4576546469736,38.0002686031189
14181204W14,2014,1204 OCTAVIAN CIR,2014-05-19,Nuisance,Nuisance Resolved w/o Notice/Order,2014-05-20,True,17128400,-84.5212024345127,38.0597620484043
06470563W12,2014,563 ELM TREE LN,2014-05-19,Nuisance,Nuisance Resolved w/o Notice/Order,2014-05-20,True,16500025,-84.4825811136123,38.0513315993928
18020795W18,2014,795 STONE RD,2014-05-16,Nuisance,Nuisance Resolved w/o Notice/Order,2014-05-19,True,25352667,-84.5292198223166,38.0062619450687
10441006W,2014,1006 KEES RD,2014-05-12,Nuisance,Nuisance Resolved w/o Notice/Order,2014-05-19,True,14906600,-84.465883335942,38.0552879265025
03910463W14,2014,463 CHESTNUT ST,2014-05-13,Nuisance,Nuisance Resolved w/o Notice/Order,2014-05-19,True,14246700,-84.4840371521908,38.0478481151667
06540445W,2014,445 EMERSON DR,2014-05-13,Nuisance,Nuisance Resolved w/o Notice/Order,2014-05-19,True,16140400,-84.4643936333213,38.0581844385067
02671774W,2014,1774 BRYAN STATION RD,2014-05-15,Nuisance,Nuisance Resolved w/o Notice/Order,2014-05-19,True,04021260,-84.4556226103874,38.0626789114551
30680643W2,2014,643 DREAMLAND DR,2014-05-15,Nuisance,Nuisance Resolved w/o Notice/Order,2014-05-19,True,24840300,-84.4705440945899,38.0776040880998
13800353W11,2014,353 NELSON AVE,2014-04-30,Nuisance,Nuisance Closed w/Civil Penalty,2014-05-19,True,41894500,-84.4703585812245,38.0353191346808
07140720W23,2014,720 FLORIDA ST,2014-04-28,Nuisance,Nuisance Closed w/Civil Penalty,2014-05-19,True,17170200,-84.4848771047355,38.0569340281315
18963401W6,2014,3401 TISHOFF CT,2014-04-30,Nuisance,Nuisance Closed w/Civil Penalty,2014-05-19,True,12767400,-84.4857079003537,37.990084066279
11601601W13,2014,1601 LIBERTY RD,2014-04-21,Nuisance,Nuisance Closed w/Civil Penalty,2014-05-19,True,21717900,-84.5320588389199,38.0492381180923
13080458W12,2014,458 MICHIGAN ST,2014-04-22,Nuisance,Nuisance Closed w/Civil Penalty,2014-05-19,True,14759750,-84.4843988727167,38.0481070137222
03981929W25,2014,1929 CHRIS DR,2014-04-24,Nuisance,Closed/Abated by City,2014-05-19,True,16078275,-84.476383629367,38.0920782160156
13840000SIGNS40,2014,0 E NEW CIRCLE RD,2014-05-16,Nuisance,Sign Closed-No Notice Required,2014-05-19,True,15652500,-84.4689550882513,38.063094908045
16010000SIGNS128,2014,0 RICHMOND RD,2014-05-19,Nuisance,Sign Closed-No Notice Required,2014-05-19,True,12350900,-84.4823720842402,38.0328231520515
03910450W23,2014,450 CHESTNUT ST,2014-04-10,Nuisance,Closed Nuisance,2014-05-19,True,10993700,-84.4839647322328,38.0472268135802
05592220W5,2014,2220 DEVONPORT DR,2014-05-06,Nuisance,Closed Nuisance,2014-05-19,True,12976900,-84.551049130123,38.0251198383479
15430496W2,2014,496 PRICE RD,2014-05-05,Nuisance,Closed Nuisance,2014-05-19,True,10122650,-84.4581537706283,38.0002407307998
41822000W2,2014,2000 WILLIS DR,2014-05-05,Nuisance,Closed Nuisance,2014-05-19,True,14197450,-84.4600182592893,38.0261091676604
07840863W2,2014,863 GEORGETOWN ST,2014-05-05,Nuisance,Closed Nuisance,2014-05-19,True,16185550,-84.5052432906018,38.0714970574737
06001899W4,2014,1899 DUNKIRK DR,2014-05-02,Nuisance,Closed Nuisance,2014-05-19,True,16626300,-84.5375097062939,38.0558905399956
13971423W20,2014,1423 NICHOLASVILLE RD,2014-04-30,Nuisance,Closed Nuisance,2014-05-19,True,10048380,-84.5208274228339,38.0646554018182
18591491W2,2014,1491 TATES CREEK RD,2014-04-30,Nuisance,Closed Nuisance,2014-05-19,True,13101800,-84.4942458930538,38.0189997231954
19840353W3,2014,353 WALLER AVE,2014-04-30,Nuisance,Closed Nuisance,2014-05-19,True,41894500,-84.4703585812245,38.0353191346808
11100718W3,2014,718 LAKEVIEW DR,2014-04-29,Nuisance,Closed Nuisance,2014-05-19,True,53801900,-84.504909812638,37.9991231979348
07621531W,2014,1531 GAIDRY RD,2014-04-30,Nuisance,Closed Nuisance,2014-05-19,True,11076950,-84.4819827064661,38.078186353186
11960118W13,2014,118 LONDONDERRY DR,2014-05-01,Nuisance,Closed Nuisance,2014-05-19,True,11708800,-84.5177756421261,38.0156684108052
12670271W14,2014,271 E MAXWELL ST,2014-04-30,Nuisance,Closed Nuisance,2014-05-19,True,10428357,-84.4940821751439,38.0374543938677
26820856W5,2014,856 KINGSBURY RD,2014-04-30,Nuisance,Closed Nuisance,2014-05-19,True,26003775,-84.5353696805256,38.0386848418117
17300122W6,2014,122 E SIXTH ST,2014-05-01,Nuisance,Closed Nuisance,2014-05-19,True,14671500,-84.4921738292616,38.0487747179014
08370745W4,2014,745 GREENDALE RD,2014-05-02,Nuisance,Closed Nuisance,2014-05-19,True,10034360,-84.5326159632928,38.0813486572874
02290442W18,2014,442 BRADLEY CT,2014-04-17,Nuisance,Closed Nuisance,2014-05-19,True,23240200,-84.5661298970716,38.0956979626503
13900229W6,2014,229 NEWCASTLE CT,2014-04-16,Nuisance,Closed Nuisance,2014-05-19,True,11580700,-84.5449595641899,38.0567117146968
